station_id,station_name,n_observations,alpha_hier,alpha_np,shrinkage,obs_group,mae_hier,mae_np,mae_diff
104,"ANN ARBOR SE, MI US",96,32.827557104160775,34.15880965687261,1.3312525527118382,80-100,9.650516769189487,9.76393859927691,0.11342183008742346
105,"ATLANTA, MI US",94,25.311245584458696,26.048335040237614,0.7370894557789178,80-100,8.706848378143325,8.78054284113913,0.07369446299580495
106,"COLDWATER ST SCHOOL, MI US",97,32.465161713421054,33.75670088403676,1.2915391706157067,80-100,10.273992593934384,10.45353300931026,0.17954041537587528
107,"OSCODA WURTSMITH AIRPORT, MI US",83,28.58209226262432,29.611224470566533,1.0291322079422116,80-100,7.763932769336127,7.842854232083378,0.07892146274725143
108,"GULL LAKE BIOLOGICAL STATION, MI US",29,32.18557121746176,34.140163296579644,1.9545920791178872,29-40,7.269112967964896,7.386950557601266,0.11783758963637059
109,"MOUNT CLEMENS ANG BASE, MI US",92,32.9558698688612,34.34745652220698,1.391586653345783,80-100,8.991222507339497,9.060275365540015,0.06905285820051787
110,"HARRISVILLE STATE PARK, MI US",94,26.581000018065822,27.430082835272003,0.8490828172061811,80-100,7.56315957311126,7.6956716240829,0.13251205097163954
111,"ANN ARBOR U OF MICH, MI US",97,33.32714398962776,34.732001606172,1.4048576165442412,80-100,10.201373953924643,10.22692987204018,0.025555918115538034
112,"HERMAN, MI US",96,20.919289006369905,21.36478102720685,0.4454920208369444,80-100,9.196116410986228,9.223959662288538,0.02784325130230947
113,"DETROIT CITY AIRPORT, MI US",97,33.523747237306026,34.92843865745243,1.4046914201464062,80-100,9.067737856121537,9.109740137554729,0.04200228143319151
114,"NEWBERRY LUCE CO ROAD COMMISSION, MI US",96,23.827701512661562,24.511090934288852,0.6833894216272896,80-100,7.672076382848759,7.795364481177228,0.12328809832846943
115,"CADILLAC, MI US",86,27.397652277675643,28.30951006049583,0.911857782820185,80-100,9.173889410765263,9.234938413411998,0.06104900264673496
116,"LUPTON 1 S, MI US",92,25.831238666248392,26.642995925598157,0.8117572593497648,80-100,9.009493033867045,9.094402028498196,0.0849089946311512
117,"DUNDEE, MI US",95,33.11049203608797,34.49014844933892,1.3796564132509488,80-100,9.558723633109471,9.663748048251886,0.1050244151424149
118,"BATTLE CREEK KELLOGG AIRPORT, MI US",97,32.85408546456694,34.19400776032101,1.3399222957540644,80-100,10.05744883855654,10.19139431098939,0.13394547243284904
119,"ALPENA WASTEWATER PLANT, MI US",32,28.706209903092606,29.8251608012544,1.118950898161792,29-40,9.66869699240089,9.808565854671114,0.13986886227022488
120,"AUBURN 2 NE, MI US",88,29.966763139629204,31.11381910982194,1.147055970192735,80-100,8.605416769449048,8.789280930614012,0.18386416116496385
121,"FIFE LAKE 2 WNW, MI US",95,26.00766226611307,26.840971818866446,0.8333095527533771,80-100,8.863803096210438,8.986932983059955,0.12312988684951698
122,"HART 3 WSW, MI US",97,30.929424277949693,32.13690166410684,1.2074773861571444,80-100,8.222229495014943,8.36372029611117,0.1414908010962268
123,"EAST TAWAS, MI US",91,28.90463181345853,29.918626877597976,1.013995064139447,80-100,7.933579076414873,8.002448720523004,0.06886964410813157
