station_id,station_name,n_train,n_test,mae_np,mae_hier,improvement,train_group
115,"CADILLAC, MI US",69,17,7.921089612386038,7.945946258760323,-0.02485664637428453,50-70
116,"LUPTON 1 S, MI US",74,18,9.337751894481052,9.36531376092682,-0.027561866445768857,70-90
117,"DUNDEE, MI US",76,19,9.48561141982293,9.523177538658896,-0.03756611883596506,70-90
118,"BATTLE CREEK KELLOGG AIRPORT, MI US",78,19,9.358761218981591,9.340653919792132,0.018107299189459525,70-90
119,"ALPENA WASTEWATER PLANT, MI US",26,6,11.266239552634781,11.244676600594332,0.021562952040449446,<30
120,"AUBURN 2 NE, MI US",71,17,9.167375987187066,9.168870252596129,-0.0014942654090628338,70-90
121,"FIFE LAKE 2 WNW, MI US",76,19,10.610429808851073,10.662237815646542,-0.051808006795468486,70-90
122,"HART 3 WSW, MI US",78,19,6.70300735793593,6.712668889903644,-0.009661531967713799,70-90
123,"EAST TAWAS, MI US",73,18,8.32023207779055,8.320699180743249,-0.00046710295269924984,70-90
124,"JACKSON REYNOLDS FIELD, MI US",78,19,12.84325967901599,12.726227143021617,0.11703253599437247,70-90
125,"EATON RAPIDS, MI US",78,19,9.584606330623247,9.685021691833269,-0.10041536121002181,70-90
126,"HALE 5 SSW NUMBER 2, MI US",77,19,8.202591229577362,8.21489293354927,-0.012301703971909106,70-90
127,"CHARLEVOIX, MI US",77,19,8.07373841873573,8.061643553072782,0.01209486566294693,70-90
128,"GLADWIN, MI US",76,18,9.356593438883538,9.354412718956114,0.0021807199274235245,70-90
129,"FLINT FCWOS, MI US",78,19,11.896556127383654,11.930638962425064,-0.034082835041409965,70-90
130,"HALE LOUD DAM, MI US",78,19,10.11250167053464,10.120202206291184,-0.007700535756544724,70-90
131,"BARAGA 7 NW, MI US",76,19,9.858138403793404,9.874910058687476,-0.01677165489407173,70-90
132,"FARMINGTON, MI US",78,19,7.648740629043844,7.768728940680288,-0.11998831163644397,70-90
133,"SAGINAW MBS INTERNATIONAL AIRPORT, MI US",78,19,7.641598361557785,7.57954723250711,0.06205112905067445,70-90
134,"PELLSTON REGIONAL AIRPORT, MI US",78,19,8.21688315019272,8.161379944225772,0.055503205966948244,70-90
135,"MUSKEGON CO AIRPORT, MI US",78,19,10.047850654370132,10.068062609056875,-0.02021195468674364,70-90
136,"DURAND WWTP, MI US",66,16,10.025154631574132,10.042541318842439,-0.01738668726830639,50-70
137,"MARQUETTE, MI US",77,19,7.947933630621597,7.866026250810012,0.08190737981158502,70-90
138,"LANSING CAPITAL CITY AIRPORT, MI US",78,19,11.189984092361753,11.276202547202168,-0.0862184548404148,70-90
139,"LAKE CITY EXPERIMENTAL FARM, MI US",75,18,8.425929286527683,8.425148291394741,0.0007809951329420528,70-90
140,"ALMA, MI US",76,19,9.106974173841984,9.099358101257714,0.007616072584269773,70-90
141,"VASSAR, MI US",41,10,10.0,10.0,0.0,30-50
142,"MANCHESTER, MI US",76,19,9.992201652670804,10.01266965110739,-0.020467998436584978,70-90
143,"BERGLAND DAM, MI US",68,17,8.317728735993747,8.517090551626646,-0.19936181563289956,50-70
